一丁不识	形容一个字也不认识。
书香铜臭	书香：读书的家风；铜臭：铜钱上的臭味。指集书香和铜臭于一体的书商。
书香门户	指世代都是读书人的家庭。
书香门第	旧时指上辈有读书人的家庭。
买上告下	贿赂上司，央告下人。
买上嘱下	贿赂上司，央告下人。同“买上告下”。
买东买西	指买各种物品。
买卖公平	买或卖公平合理，互不相欺。
买官鬻爵	指买卖官爵。
买椟还珠	椟：木匣；珠：珍珠。买下木匣，退还了珍珠。比喻没有眼力，取舍不当。
买欢追笑	指嫖娼的行为。
买爵贩官	犹言买官鬻爵。指买卖官爵。
买牛卖剑	原指放下武器，从事耕种。后比喻改业务农或坏人改恶从善。同“买犁卖剑”。
买牛息戈	犹言卖剑买牛。原指放下武器，从事耕种。后比喻改业务农或坏人改恶从善。
买犁卖剑	原指放下武器，从事耕种。后比喻改业务农或坏人改恶从善。同“买犁卖剑”。
买犊卖刀	犹言卖剑买牛。原指放下武器，从事耕种。后比喻改业务农或坏人改恶从善。
买王得羊	①指想买王献之字，却得到了羊欣的字。意为差强人意。②指摹仿名人的字画虽然逼真而终差一等。
买田阳羡	指辞官归隐。
买空卖空	买卖双方都没有货款进出，只就进出之间的差价结算盈亏。也用来比喻政治上招摇撞骗的投机活动。
买笑寻欢	嫖娼狎妓，寻欢作乐。同“买笑追欢”。
买笑迎欢	嫖娼狎妓，寻欢作乐。同“买笑追欢”。
买笑追欢	嫖娼狎妓，寻欢作乐。
买米下锅	家中没有米，要去买米才能做饭。指生活贫困。
买臣覆水	覆：泼。比喻事成定局，无法挽回。
买菜求益	益：增加。象买菜一样希望增加一点。比喻争多赚少。
买贱卖贵	指低价买进而高价卖出。
买铁思金	比喻不切实际的贪心妄想。
买静求安	指息事宁人，以图安逸。
买马招兵	犹言招兵买马。
买马招军	犹言招兵买马。
乱七八糟	形容无秩序，无条理，乱得不成样子。
乱七八遭	形容无秩序，无条理，乱得不成样子。同“乱七八糟”。
乱世之音	指扰乱世道和人心的音乐。
乱世凶年	时世动乱，年成极坏。
乱世英雄	乱世：动乱的不安定的时代；英雄：才能勇武超过常人的人。混乱动荡时代中的杰出人物。
乱人耳目	乱：扰乱。指故意去迷惑人。
乱作一团	混杂在一起，形容极为混乱。
乱作胡为	犹胡作非为。不顾法纪或舆论，毫无顾忌地做坏事。
乱俗伤风	指败坏社会风气。
乱坠天花	比喻说话动人或文字精彩。多指话说得夸大或不切实际。
乱头粗服	头发蓬乱，衣着随便。形容不爱修饰。
乱扣帽子	指随意给别人定性。
乱极则平	社会动乱到了极点，必然趋向于安定。
乱极思治	社会动乱到了极点，人民一心向往太平。
乱点鸳鸯	鸳鸯：鸟名，常比喻夫妻。使夫妇互易错配。也比喻胡乱配合姻缘。
乱琼碎玉	指雪花。
乱真不辨	乱真：善于摹仿，和真的一样。摹仿能力很强，和真的放在一起，分不出真假。
乱碰乱撞	指到处碰壁，没有目标。
乱离多阻	乱离：因遭难而流离失所。形容因遭遇祸乱而变得流离失所，四处难行。
乱箭攒心	攒：积聚。乱箭身在心上。比喻内心极度痛苦。
乱臣贼子	乱臣：叛乱之臣；贼子：忤逆之子。旧指不守君臣、父子之道的人。后泛指心怀异志的人。
乱臣逆子	乱臣：叛乱之臣；逆子：忤逆之子。旧指不守君臣、父子之道的人。后泛指心怀异志的人。
乱蝶狂蜂	飞舞的蝴蝶和蜜蜂。比喻浪荡子弟。
乱语胡言	指胡说；瞎扯。
乱首垢面	犹蓬头垢面。旧时形容贫苦人生活生活条件很坏的样子。也泛指没有修饰。
乳声乳气	形容说话声音象小孩子那样尖细。
乳水交融	融：融合。像水和乳汁融合在一起。比喻感情很融洽或结合十分紧密。
乳臭未干	臭：气味。身上的奶腥气还没有退尽。对年轻人表示轻蔑的说法。
乳臭未除	比喻年幼。
乳间股脚	比喻自以为安全的处所。
乾乾翼翼	指勤勉敬慎。
乾坤一掷	乾坤：天下；掷：扔，投。把天下作为一次赌注。形容下的赌注极大。
乾坤再造	乾坤：天地。再造天地，即重建江山。
乾端坤倪	指天地显示的征兆。
了不可见	了：完全。完全不能看见。
了不相关	了：完全。完全不相干涉。指毫无关系。
了不相属	了：完全。完全不相干涉。指毫无关系。
了不相干	了：完全。完全不相干涉。指毫无关系。
了不长进	一点进步也没有。形容没有出息。
了了可见	了了：了然，清楚。清清楚楚，完全可以看得见。
了如指掌	了：明白；指掌：指着手掌。形容对事物了解得非常清楚，象把东西放在手掌里给人家看一样。
了如观火	了：明白。形容看得非常清楚。
了无城府	城府：城市和官署，指难以揣度的心机。比喻胸怀坦荡，无所隐藏。
了无惧意	惧：害怕。没有一点害怕的神色。
了无惧色	惧：害怕；色：神色。没有一点害怕的神色。
了无所见	了：完全。完全不能看见。
了无遽容	遽：恐慌。完全没有恐慌的表情。形容从容镇定。
了然于中	了然：了解、明白。心里非常明白。
了然于心	了然：了解、明白。心里非常明白。
了然于怀	了然：了解，明白；怀：心怀。心里非常明白。
了然于胸	了然：了解、明白。心里非常明白。
了然可见	了然：清楚。清清楚楚，完全可以看得见。
了然无闻	了然；完全。完全没有听见。
了若指掌	了：明白；指掌：指着手掌。形容对事物了解得非常清楚，象把东西放在手掌里给人家看一样。
了身脱命	犹言摆脱尘世羁绊，自由自在。
了身达命	佛家用语，意思是对一生命运归宿看得开，无牵挂，超凡出世。亦指安身的地方。
予人口实	予：给予；口实：话柄。给人留下指责的话柄。
予取予夺	从我处掠取。
予取予携	从我处掠取。
予取予求	予：我。原指从我这里取，从我这里求。后指随心所欲，任意索取。
予夺生杀	《周礼·天官、大宰》的“八柄”中有予、夺、生、诛（责备）等权力。后泛指帝王掌握的赏罚生死大权。
予智予雄	自以为聪明和英雄。形容妄自尊大。
予末小子	帝王对“先王”时指对自己的称谓。常人用以表示自谦。
予违汝弼	违：过失；弼：纠正。我有过失，你就来纠正。古代帝王鼓励臣下随时纠正自己错误的话。
予齿去角	指天生动物赋予齿就不赋予角。比喻事物无十全十美。
争先士卒	士卒；士兵。士兵作战勇敢，争着向前。
争先恐后	抢着向前，唯恐落后。
争光日月	争：竞争。与太阳、月亮比光辉。常用以称赞人的精神、功业伟大。
争分夺秒	一分一秒也不放过。形容充分利用时间。
争前恐后	蔡东藩《南北史演义》第五十五回：“欢乃麾兵直进，大众争前恐后，一涌而上，无复行列。”
争名夺利	争夺名位和利益。
争名竞利	争夺名位和利益。同“争名夺利”。
争名逐利	争夺名位和财利。
争多竞少	为得到的多少而争吵。形容过分计较。
争多论少	为得到的多少而争吵。形容斤斤计较。
争天抗俗	争：斗争；抗：对抗。同大自然作斗争，与世俗偏见相对抗。形容敢于拼搏。
争奇斗异	竞相争斗，标奇立异。
争奇斗艳	奇：奇异；艳：色彩鲜艳。形容百花竞放，十分艳丽。
争妍斗奇	妍：美丽；奇：奇异。形容百花竞放，十分艳丽。
争妍斗艳	指竞相比美。
争妍竞艳	妍：美丽。形容百花竞放，十分艳丽。
争强好胜	争：争夺；强：优胜；好：喜爱。争为强者，事事处处都喜欢超过和压倒别人。
争强斗狠	犹争强好胜。
争强斗胜	犹争强好胜。
争强显胜	犹争强好胜。争为强者，事事处处都喜欢超过和压倒别人。
争斤论两	指在细枝末节上与人相争理论。
争权夺利	争夺权力和利益。
争权攘利	争夺权力和利益。同“争权夺利”。
争猫丢牛	为了争夺猫而丢了牛。比喻贪小失大。
争短论长	犹争长竞短。
争红斗紫	形容百花争艳的景象。
争荣夸耀	争夺荣誉，夸耀自己。
争锋吃醋	为争夺男女私情而互相嫉妒。同“争风吃醋”。
争长争短	长、短：指是与非。争论谁是谁非。多指在不大重要的事情上过于计较。
争长相雄	争相为长为雄。
争长竞短	计较细小出入；争竞谁上谁下。
争长论短	长、短：指是与非。争论谁是谁非。多指在不大重要的事情上过于计较。
争长黄池	长：首领；黄池：春秋时地名。春秋时吴王、晋王在黄池会面，争做盟长。现比喻争夺权力，占据上风。
争风吃醋	争：嬜，争夺；风：风韵，多指女子。指因男女关系而妒忌、争吵。
争鸡失羊	比喻贪小失大。
事不关己	事情同自己没有关系。
事不宜迟	宜：可以，应该。事情要抓紧时机快做，不宜拖延。
事不师古	形容做事不吸取前人经验。
事不有余	谓达到极点。
事不过三	指同样的事不宜连作三次。
事与原违	事实与愿望相违背。
事与心违	事实与愿望相违背。同“事与原违”。
事与愿违	事实与愿望相反。指原来打算做的事没能做到。
事事无成	连一样事情也没有做成。指什么事情都做不成。形容毫无成就。
事事躬亲	躬亲：亲自。不论什么事一定要亲自去做，亲自过问。形容办事认真，毫不懈怠。
事以密成	事情因为严密谨慎而成功。
事修傍兴	修：整治；谤：诽谤；兴：兴起。事情一进行整治，诽谤也就会兴起。指革新者总会受保守者的诽谤。
事倍功半	指工作费力大，收效小。
事关重大	事情关系着大局，非常重要。
事出不意	事情的发生出乎意料。
事出意外	指出乎人的意料之外的事情。
事出无奈	事情出于无可奈何。指迫不得已只能如此。
事出有因	事情的发生是有原因的。
事到临头	事情已经落到头上。形容事情紧迫。
事半功倍	指做事得法，因而费力小，收效大。
事半功百	指做事得法，因而费力小，收效大。同“事半功倍”。
事危累卵	事情危险得像堆起来的蛋一样。形容极端危险。
事同虚设	形式上具备了某种设置，实际上并不起作用。
事后聪明	事情过去以后，才悟出其中的原由和应付的办法。
事在人为	指事情要靠人去做的。在一定的条件下，事情能否做成要看人的主观努力如何。
事在必行	事情已经非做不可了。
事在萧墙	谓祸乱出自内部。事，变故；萧墙，宫室内当门的小墙。
事宽则圆	遇到事情只要从容对待，就能圆满解决。款：宽缓。同“事款则圆”。
事宽即圆	谓遇事只要从容对待，就能圆满解决。款，宽缓。同“事款则圆”。
事往日迁	指事情和时光都已过去。
事必躬亲	躬亲：亲自。不论什么事一定要亲自去做，亲自过问。形容办事认真，毫不懈怠。
事怕行家	行家：内行人。事情即使很难，行家也能轻松处理。
事急计生	急事临头，能想出办法来。
事捷功倍	事情易办而功效很大。
事无二成	谓公事和私事不能两全。
事无大小	事情不分大小。形容什么事都管。
事无巨细	事情不分大小。形容什么事都管。同“事无大小”。
事无常师	谓处事没有固定不变的准则，要择善而从。
事核言直	事情确实，文辞直捷。
事款则圆	谓遇事只要从容对待，就能圆满解决。款，宽缓。
事火咒龙	比喻荒诞不经之事。事火，指祀火为神；咒龙，指咒龙请雨。
事烦食少	每日处理的事务非常繁重，可吃饭很少。形容工作辛劳，身体不佳。
